Media Sources,Negative,Neutral,Positive,Compound,Tweets Ago,Date,Text
CBS,0.309,0.691,0.0,-0.7717,39,Sun Jun 03 12:03:04 +0000 2018,"DNA from tissue in trash led to arrest in Golden State Killer case, records show https://t.co/bRiR2LYI7x https://t.co/ULMHh1Sv9k"
CBS,0.0,1.0,0.0,0.0,40,Sun Jun 03 11:48:05 +0000 2018,Ohio Governor John Kasich scolds GOP leaders for thinking “they have to ask permission from the president to do any… https://t.co/gxEcambRce
CBS,0.0,1.0,0.0,0.0,41,Sun Jun 03 11:33:06 +0000 2018,"Small plane with 4 on board crashes off New York's Long Island, FAA says https://t.co/oktGWB9b8q https://t.co/08flsJYLnZ"
CBS,0.194,0.806,0.0,-0.34,42,Sun Jun 03 11:18:08 +0000 2018,FBI agent's firearm accidentally discharges at Denver nightclub: police https://t.co/h2Oos8F3kf https://t.co/sOgO2Eglbd
CBS,0.0,1.0,0.0,0.0,43,Sun Jun 03 11:03:04 +0000 2018,"Google result for Republican shows picture with ""BIGOT"" on it https://t.co/b9nCTgi1fL https://t.co/6CeQqRIOIR"
CBS,0.0,1.0,0.0,0.0,44,Sun Jun 03 10:48:04 +0000 2018,President Trump hints at longer path for North Korea to denuke https://t.co/rhd5rn8ffW https://t.co/NYDo9tvlp4
CBS,0.0,1.0,0.0,0.0,45,Sun Jun 03 10:33:04 +0000 2018,"Why are deaths among U.S. kids, teens on the rise? https://t.co/it8apo5Lc0 https://t.co/LiTb9Cpxh3"
CBS,0.393,0.607,0.0,-0.8555,46,Sun Jun 03 10:18:04 +0000 2018,"Shooting death of Steven Pitt, forensic psychiatrist, linked to killings of two women https://t.co/XIPKIsWKIU https://t.co/DkZmyowwLc"
CBS,0.0,0.746,0.254,0.5267,47,Sun Jun 03 10:03:05 +0000 2018,"Cosby accuser Andrea Constand: ""I did it for justice"" https://t.co/t4Iqez7XYH https://t.co/yWDsM2zyMF"
CBS,0.487,0.513,0.0,-0.8225,48,Sun Jun 03 09:48:04 +0000 2018,Hang glider killed in Idaho air show accident https://t.co/enpQJwB6dy https://t.co/EYUMtKdV5S
CBS,0.524,0.476,0.0,-0.872,49,Sun Jun 03 09:33:04 +0000 2018,"Four killed, seven injured in Oregon highway crash, police say https://t.co/ijsddWiVkP https://t.co/4jfZBVWt3h"
CBS,0.139,0.861,0.0,-0.2732,50,Sun Jun 03 09:18:05 +0000 2018,Woman faces manslaughter charges after deadly hit-and-run at baseball game in Maine https://t.co/oAv5Kn3F9x https://t.co/AiPuRoW1TE
CBS,0.0,0.786,0.214,0.4588,51,Sun Jun 03 09:03:05 +0000 2018,"Roger Stone's former ""social media strategist"" testifies before grand jury https://t.co/4vnNieddUh https://t.co/GFth4De3Ot"
CBS,0.262,0.738,0.0,-0.5994,52,Sun Jun 03 08:48:04 +0000 2018,Search continues for 2 teens believed to have drowned in Georgia https://t.co/ZcCQfnKrYS https://t.co/8Khgv5e1DF
CBS,0.526,0.474,0.0,-0.875,53,Sun Jun 03 08:33:04 +0000 2018,"Report: 14-year-old stabbed, killed after fight that started over sleepover https://t.co/soNqZ9Vf7w https://t.co/dkuCJRmNUp"
CBS,0.225,0.775,0.0,-0.4404,54,Sun Jun 03 08:18:04 +0000 2018,Mattis slams China over weapons in South China Sea https://t.co/FZ19wnvhF8 https://t.co/sR4ucRIz9p
CBS,0.0,1.0,0.0,0.0,55,Sun Jun 03 08:03:05 +0000 2018,"Three space station fliers head home, three prep for launch https://t.co/r6ic4cJGVQ https://t.co/kQOkGY6EN4"
CBS,0.462,0.538,0.0,-0.8625,56,Sun Jun 03 07:48:04 +0000 2018,U.S. citizen killed in Nicaragua amid violence and social unrest https://t.co/BDA5RUt4zZ https://t.co/VmvMzf4V54
CBS,0.104,0.896,0.0,-0.1027,57,Sun Jun 03 07:33:04 +0000 2018,Who will pay for King Jong Un's hotel stay in Singapore? https://t.co/MRoeTLsXA3 https://t.co/hP9wslODtg
CBS,0.0,1.0,0.0,0.0,58,Sun Jun 03 07:18:05 +0000 2018,Pushing the envelope? Kim Jong Un's massive letter to President Trump https://t.co/y18wKCVUuv https://t.co/QV2CTVuLD1
CBS,0.0,0.847,0.153,0.2023,59,Sun Jun 03 07:03:04 +0000 2018,Iowa judge agrees to halt fetal heartbeat abortion law https://t.co/dS87cm7Z7b https://t.co/FPdn1vJGcy
CBS,0.0,1.0,0.0,0.0,60,Sun Jun 03 06:48:06 +0000 2018,"Small plane with 4 on board crashes off New York's Long Island, FAA says https://t.co/mNREjKjUmx https://t.co/jcmKQq2sfi"
CBS,0.0,1.0,0.0,0.0,61,Sun Jun 03 06:33:04 +0000 2018,President Trump hints at longer path for North Korea to denuke https://t.co/rhd5rn8ffW https://t.co/0Mq4RDKtWU
CBS,0.0,1.0,0.0,0.0,62,Sun Jun 03 06:18:04 +0000 2018,"Why are deaths among U.S. kids, teens on the rise? https://t.co/KiUl4c0z7s https://t.co/LWtm7VMh0n"
CBS,0.0,1.0,0.0,0.0,63,Sun Jun 03 06:03:04 +0000 2018,The Dish: David Cáceres' recipes from La Panadería https://t.co/nKU7q8lK7v https://t.co/m7LmRu8io3
CBS,0.393,0.607,0.0,-0.8555,64,Sun Jun 03 05:48:04 +0000 2018,"Shooting death of Steven Pitt, forensic psychiatrist, linked to killings of two women https://t.co/SG6nPJyZby https://t.co/ZjGr7vEVpv"
CBS,0.27,0.73,0.0,-0.6341,65,Sun Jun 03 05:33:05 +0000 2018,"Report: In memo to Mueller, Trump's lawyers argue he could not have obstructed justice https://t.co/zQxQVTbL7x https://t.co/qdHMse4zt6"
CBS,0.524,0.476,0.0,-0.872,66,Sun Jun 03 05:18:05 +0000 2018,"Four killed, seven injured in Oregon highway crash, police say https://t.co/8zsJyRpsXV https://t.co/Hd3PLRhqzo"
CBS,0.194,0.806,0.0,-0.34,67,Sun Jun 03 05:03:06 +0000 2018,Brush fire forces thousands to evacuate parts of Southern California https://t.co/71zNMZYNu9
CBS,0.0,1.0,0.0,0.0,68,Sun Jun 03 04:48:04 +0000 2018,Police investigate deadly hit-and-run at baseball game in Maine https://t.co/V7lc3h2iCz https://t.co/iKEqTo9HGB
CBS,0.262,0.738,0.0,-0.5994,69,Sun Jun 03 04:33:04 +0000 2018,Search continues for 2 teens believed to have drowned in Georgia https://t.co/lCRqkWmD1f https://t.co/QNgZ0GvY6z
CBS,0.526,0.474,0.0,-0.875,70,Sun Jun 03 04:18:04 +0000 2018,"Report: 14-year-old stabbed, killed after fight that started over sleepover https://t.co/fBlpIdDAVu https://t.co/WJsQ804tvT"
CBS,0.327,0.545,0.129,-0.6124,71,Sun Jun 03 04:03:05 +0000 2018,"Chicago schools failed to protect students sexually abused by employees, report says https://t.co/B1uFRtT2MO https://t.co/qhCBNKI8TH"
CBS,0.121,0.879,0.0,-0.296,72,Sun Jun 03 03:48:04 +0000 2018,"Sheriff: Suspect in disappearance of Fla. mom has had 18 aliases, lived in 33 cities https://t.co/Sck0OybMEg https://t.co/1aWqD5lzBE"
CBS,0.0,0.686,0.314,0.4939,73,Sun Jun 03 03:33:04 +0000 2018,Benedict Cumberbatch praised for tackling mugger https://t.co/j6NLmaAJWO https://t.co/dh9dV8sh7Q
CBS,0.104,0.896,0.0,-0.1027,74,Sun Jun 03 03:18:04 +0000 2018,Who will pay for King Jong Un's hotel stay in Singapore? https://t.co/MRoeTLsXA3 https://t.co/db6iTcti3K
CBS,0.462,0.538,0.0,-0.8625,75,Sun Jun 03 03:03:05 +0000 2018,U.S. citizen killed in Nicaragua amid violence and social unrest https://t.co/6EsQdBLSa8 https://t.co/vAOVvyB8T5
CBS,0.0,1.0,0.0,0.0,76,Sun Jun 03 02:48:05 +0000 2018,Santa Fe High School students graduate two weeks after deadly mass shooting https://t.co/hubWCfgeHj https://t.co/LJBOMPJNfM
CBS,0.0,1.0,0.0,0.0,77,Sun Jun 03 02:33:05 +0000 2018,"Small plane with 4 on board crashes off New York's Long Island, FAA says https://t.co/mNREjKjUmx https://t.co/ihrVzsE2yO"
CBS,0.0,1.0,0.0,0.0,78,Sun Jun 03 02:18:04 +0000 2018,President Trump hints at longer path for North Korea to denuke https://t.co/rhd5rn8ffW https://t.co/mKcpss9fH1
CBS,0.0,0.909,0.091,0.1531,79,Sun Jun 03 02:03:03 +0000 2018,"Attorney: $4 verdict meant to ""punish"" family of man shot by police in his garage https://t.co/IW0kmZ60cC https://t.co/L6YR53LSm6"
CBS,0.322,0.678,0.0,-0.8225,80,Sun Jun 03 01:39:32 +0000 2018,"Officials report a hang glider was killed in an accident at the ""Gunfighter Skies Air &amp; Space Celebration""… https://t.co/4HmbdoRybM"
CBS,0.398,0.602,0.0,-0.8225,81,Sun Jun 03 01:19:36 +0000 2018,A driver faces manslaughter charges after she struck and killed a 68-year-old man at a Maine baseball field.… https://t.co/h4Eb9D84JX
CBS,0.396,0.604,0.0,-0.7096,82,Sun Jun 03 01:00:01 +0000 2018,Two climbers dead after falling from Yosemite's El Capitan https://t.co/blwizkRHWp https://t.co/oTdJMkWXM7
CBS,0.0,1.0,0.0,0.0,83,Sun Jun 03 00:39:43 +0000 2018,A confidential letter obtained by The New York Times shows President Trump's personal lawyers making the case to sp… https://t.co/5UhnjzeHBR
CBS,0.117,0.795,0.088,-0.1779,84,Sun Jun 03 00:19:54 +0000 2018,"""For children in the U.S., the rate of deaths has increased recently, and it's from a multitude of these injury dea… https://t.co/niM08stIrU"
CBS,0.087,0.913,0.0,-0.2263,85,Sat Jun 02 23:59:31 +0000 2018,"North Korean leader Kim Jong Un is known for pushing the envelope with threats and bluster, but lately he's gained… https://t.co/SEvp9k165V"
CBS,0.0,0.887,0.113,0.3182,86,Sat Jun 02 23:39:44 +0000 2018,"With three space station fliers heading home Sunday after a 168-day mission, three fresh crew members made final pr… https://t.co/XIrqgyTpL7"
CBS,0.0,0.86,0.14,0.4767,87,Sat Jun 02 23:19:43 +0000 2018,"Tariffs were fading into history, but Pres. Trump dusted them off in recent months and restored tariffs to a promin… https://t.co/8jDYu9iQ4C"
CBS,0.0,0.791,0.209,0.5423,88,Sat Jun 02 23:00:01 +0000 2018,"Stage is set for California's ""jungle primary"" where the top two vote-getters, regardless of party, advance to the… https://t.co/FNUVb2KcQy"
CBS,0.0,0.892,0.108,0.3182,89,Sat Jun 02 22:39:37 +0000 2018,U.S. Commerce Secretary Wilbur Ross arrived in Beijing for talks on China's promise to buy more American goods afte… https://t.co/Ec3gXvbSq0
CBS,0.0,0.666,0.334,0.8419,90,Sat Jun 02 22:19:50 +0000 2018,A service dog named Linda was so beloved by students that she was honored with photo in a yearbook.… https://t.co/A8Kihk3f9E
CBS,0.135,0.865,0.0,-0.4215,91,Sat Jun 02 22:00:01 +0000 2018,"China's militarization of manmade islands in the South China Sea is ""for the purposes of intimidation and coercion,… https://t.co/0155TVStAG"
CBS,0.123,0.877,0.0,-0.3384,92,Sat Jun 02 21:39:54 +0000 2018,"Hundreds of homes have been evacuated with hundreds more warned as Colorado wildfire sweeps through 1,100 acres… https://t.co/nLn9K1aKlG"
CBS,0.0,1.0,0.0,0.0,93,Sat Jun 02 21:25:03 +0000 2018,An additional 250 firefighters have been deployed to the Ute Park wildfire in New Mexico https://t.co/Tja1L7by0a https://t.co/6efqMbDmpu
CBS,0.163,0.837,0.0,-0.6249,94,Sat Jun 02 21:20:21 +0000 2018,"""We've made it through the worst of it"": Seniors at Santa Fe High School graduate two weeks after a mass shooting l… https://t.co/iWS3y1ix0h"
CBS,0.0,1.0,0.0,0.0,95,Sat Jun 02 21:08:08 +0000 2018,"Inside Basis, the acclaimed school network behind the country's leading high schools https://t.co/Dw5AVkyTto https://t.co/F38BHMVDhs"
CBS,0.396,0.604,0.0,-0.7096,96,Sat Jun 02 20:44:42 +0000 2018,Two climbers dead after falling from Yosemite's El Capitan https://t.co/RYLTRz2BXJ https://t.co/TLkG4rR1wu
CBS,0.0,1.0,0.0,0.0,97,Sat Jun 02 20:24:50 +0000 2018,A confidential letter obtained by The New York Times shows President Trump's personal lawyers making the case to sp… https://t.co/QJHRHEV0SC
CBS,0.0,0.86,0.14,0.4767,98,Sat Jun 02 20:02:01 +0000 2018,"Tariffs were fading into history, but Pres. Trump dusted them off in recent months and restored tariffs to a promin… https://t.co/GXKjAX2LHE"
CBS,0.0,0.876,0.124,0.4019,99,Sat Jun 02 19:44:15 +0000 2018,"The co-leader of a far-right nationalist party in Germany dismissed the Nazi era as a ""speck of bird poop"" in Germa… https://t.co/W2iV9wdwUX"
CBS,0.262,0.738,0.0,-0.5994,100,Sat Jun 02 19:27:41 +0000 2018,Search continues for 2 teens believed to have drowned in Georgia https://t.co/GcLaFpR1Td https://t.co/OnTgKRlePQ
CNN,0.0,0.746,0.254,0.5267,1,Sun Jun 03 22:30:09 +0000 2018,Ben Maher takes St Tropez Global Champions Tour title https://t.co/ELTEABvr3E https://t.co/0oCYM8Zxfq
CNN,0.111,0.657,0.232,0.34,2,Sun Jun 03 22:15:05 +0000 2018,"No sanctions relief without steps to denuclearize, US Defense Secretary James Mattis tells North Korea… https://t.co/IVl6Za5v2Z"
CNN,0.0,1.0,0.0,0.0,3,Sun Jun 03 22:00:10 +0000 2018,Former President Bill Clinton says an impeachment process over the Russia probe would be underway if a Democrat wer… https://t.co/znmtIDv8nr
CNN,0.137,0.685,0.178,0.1531,4,Sun Jun 03 21:52:05 +0000 2018,Silent forms of protest make bold statements at Parkland graduation https://t.co/nM71NgD7PO https://t.co/HIUt6o4qaA
CNN,0.152,0.848,0.0,-0.3612,5,Sun Jun 03 21:45:06 +0000 2018,Kansas Republican gubernatorial candidate Kris Kobach criticized for riding in a parade with a replica gun… https://t.co/jcbwKUMOJa
CNN,0.0,1.0,0.0,0.0,6,Sun Jun 03 21:30:13 +0000 2018,Jimmy Fallon crashes Marjory Stoneman Douglas graduation https://t.co/hOq6DiF2Fu https://t.co/hDqlcJtxJt
CNN,0.0,1.0,0.0,0.0,7,Sun Jun 03 21:15:03 +0000 2018,"Thousands of acres ablaze in California, Colorado and New Mexico https://t.co/6nNgmuzJiS https://t.co/tQ0yCa6GoF"
CNN,0.0,1.0,0.0,0.0,8,Sun Jun 03 21:00:07 +0000 2018,"President Trump's lawyer, Rudy Giuliani, says Trump shouldn't testify because ""our recollections keep changing""… https://t.co/mxFcjU5YD3"
CNN,0.14,0.86,0.0,-0.0772,9,Sun Jun 03 20:45:12 +0000 2018,A solemn graduation for Marjory Stoneman Douglas seniors https://t.co/NqcmGRbxFc https://t.co/pJlnA5slXv
CNN,0.0,1.0,0.0,0.0,10,Sun Jun 03 20:30:11 +0000 2018,Ford dropped cars but it's keeping the Mustang. Here's why: https://t.co/gWdeLfWmch https://t.co/gHvz0gs8jr
CNN,0.296,0.704,0.0,-0.6369,11,Sun Jun 03 20:15:09 +0000 2018,Vatican replaces archbishop convicted of concealing child sex abuse https://t.co/NaFmQHVdN1 https://t.co/q0y3QV8Awp
CNN,0.0,0.824,0.176,0.4588,12,Sun Jun 03 20:00:18 +0000 2018,"Even the race to replace ""Putin's favorite Congressman"" unlikely to hinge on Russia https://t.co/EZUt9qXrLY https://t.co/2o1HuDUTFk"
CNN,0.0,1.0,0.0,0.0,13,Sun Jun 03 19:45:08 +0000 2018,President Trump to host Ramadan dinner https://t.co/ZNoR75CrRA https://t.co/P1X4g2FQ7F
CNN,0.421,0.579,0.0,-0.8807,14,Sun Jun 03 19:30:03 +0000 2018,"Hamptons ""builder to the stars"" among those feared dead in plane crash off Long Island https://t.co/aTSXQjz7L7 https://t.co/ZYiANx7mrD"
CNN,0.0,1.0,0.0,0.0,15,Sun Jun 03 19:15:06 +0000 2018,Kuwait wants to foster more private sector firms as part of sweeping diversification plans https://t.co/tTy6dyJnR6 https://t.co/WvNLE1DXfe
CNN,0.141,0.859,0.0,-0.3182,16,Sun Jun 03 19:00:09 +0000 2018,"Trump lawyers say he ""dictated"" statement on Trump Tower meeting, contradicting past denials https://t.co/vlFcqx1uiM https://t.co/14C2HmISbW"
CNN,0.375,0.496,0.129,-0.6671,17,Sun Jun 03 18:45:03 +0000 2018,Trade wars are scary. Why isn't Wall Street freaking out? https://t.co/DFElDvMhKZ https://t.co/QWAZEMnoSj
CNN,0.223,0.777,0.0,-0.5106,18,Sun Jun 03 18:30:06 +0000 2018,Residents stranded with no power and water in area cut off by lava in Hawaii https://t.co/pxQjUKmjKk https://t.co/MJbm9rllIJ
CNN,0.0,1.0,0.0,0.0,19,Sun Jun 03 18:15:07 +0000 2018,What to expect at Monday's Apple event https://t.co/HXt7nltvOW https://t.co/TbQHmijp2P
CNN,0.136,0.864,0.0,-0.296,20,Sun Jun 03 18:00:10 +0000 2018,Looking for lower Medicare drug costs? Ask your pharmacist for the cash price https://t.co/81QmKI8Xnm https://t.co/P3vUBOYPvJ
CNN,0.0,0.847,0.153,0.4019,21,Sun Jun 03 17:45:09 +0000 2018,"Former US attorney Preet Bharara says President Trump pardoning himself would be ""almost self-executing impeachment… https://t.co/YhJVsmthKn"
CNN,0.242,0.758,0.0,-0.4939,22,Sun Jun 03 17:30:15 +0000 2018,Canadian official Chrystia Freeland calls President Trump's tariffs insulting https://t.co/2JonOUzB4s https://t.co/mKSO8N04SK
CNN,0.0,1.0,0.0,0.0,23,Sun Jun 03 17:15:08 +0000 2018,How one month reshaped the US immigration landscape https://t.co/b3DFeEC3db https://t.co/YhNFc9UFpC
CNN,0.167,0.833,0.0,-0.25,24,Sun Jun 03 17:00:11 +0000 2018,"""The Americans"" made motherhood the ultimate disguise https://t.co/jrF6Wjj933 (via @CNNopinion) https://t.co/2K1MMwKEjk"
CNN,0.265,0.735,0.0,-0.5574,25,Sun Jun 03 16:45:09 +0000 2018,"""Solo: A Star Wars Story"" sinks 65% in second weekend https://t.co/xyeQpChuu2 https://t.co/kp2Md6qfxx"
CNN,0.0,1.0,0.0,0.0,26,Sun Jun 03 16:30:13 +0000 2018,The New York Times highlights EPA Administrator Scott Pruitt's cozy relationship with a coal baron… https://t.co/VUv05naQ8O
CNN,0.0,1.0,0.0,0.0,27,Sun Jun 03 16:15:53 +0000 2018,"""That's not what the American people, I think, would be able to stand for."" Former US attorney Preet Bharara says i… https://t.co/InFFVlGCaA"
CNN,0.0,1.0,0.0,0.0,28,Sun Jun 03 16:00:09 +0000 2018,Samantha Bee will address vulgar comment about Ivanka Trump on her show https://t.co/OyIbHMShHx https://t.co/KZvpq2sW3R
CNN,0.392,0.608,0.0,-0.7269,29,Sun Jun 03 15:45:08 +0000 2018,"FBI agent loses his gun during dance-floor backflip, accidentally shoots bar patron https://t.co/F61P7oVf0C https://t.co/kaCXlPkI9r"
CNN,0.13,0.87,0.0,-0.34,30,Sun Jun 03 15:30:19 +0000 2018,"Southwest Airlines comes under fire after an agent asks a mom to ""prove"" biracial child is hers… https://t.co/BTjEHSyG5H"
CNN,0.116,0.884,0.0,-0.2732,31,Sun Jun 03 15:00:13 +0000 2018,The US Geological Survey has warned people not to roast marshmallows over volcanic vents in Hawaii https://t.co/j8bf0QdcBk
CNN,0.08,0.92,0.0,-0.1027,32,Sun Jun 03 14:45:05 +0000 2018,"Vermont has a new law that will pay workers $10,000 to move there and work remotely https://t.co/BOsRh6adek https://t.co/BafSsgoD5f"
CNN,0.353,0.647,0.0,-0.802,33,Sun Jun 03 14:30:06 +0000 2018,Parents of Parkland victims are outraged about a new video game that would let players shoot up a school… https://t.co/7cLz5FT10V
CNN,0.328,0.672,0.0,-0.8316,34,Sun Jun 03 14:00:23 +0000 2018,"More than 120 pregnant whales were killed during Japan's annual hunt last summer, prompting outrage among conservat… https://t.co/AMpERnhYGv"
CNN,0.0,0.862,0.138,0.4939,35,Sun Jun 03 13:45:08 +0000 2018,"When he was a kid, Richard Jenkins raised his hand in class so often bullies started calling him ""Harvard.""

Now, a… https://t.co/0prHEtH5ZV"
CNN,0.268,0.732,0.0,-0.765,36,Sun Jun 03 13:31:09 +0000 2018,These crosses represent each victim killed in the Santa Fe High School shooting. Retired carpenter Greg Zanis has b… https://t.co/mkX59AneVF
CNN,0.0,1.0,0.0,0.0,37,Sun Jun 03 13:15:04 +0000 2018,A Catholic school told its valedictorian his speech was too political. So he gave it outside on a bullhorn.… https://t.co/FIG7Jh43zR
CNN,0.0,0.862,0.138,0.4939,38,Sun Jun 03 13:00:17 +0000 2018,"When he was a kid, Richard Jenkins raised his hand in class so often bullies started calling him ""Harvard.""

Now, a… https://t.co/q25qpxE052"
CNN,0.159,0.841,0.0,-0.5574,39,Sun Jun 03 12:46:02 +0000 2018,"""Chris, we've got your baby girl"": Army Spc. Christopher M. Harris died serving in Afghanistan, just days after lea… https://t.co/RrOAxDYdWC"
CNN,0.0,0.919,0.081,0.1695,40,Sun Jun 03 12:30:19 +0000 2018,"""Don't forget to show love"": In a superhero cape, he feeds the hungry and homeless in Birmingham, Alabama. And he's… https://t.co/WZm3BWvrbN"
CNN,0.0,1.0,0.0,0.0,41,Sun Jun 03 12:15:03 +0000 2018,Roseanne Barr says she begged ABC executives to keep her show on the air before the network canceled its hit sitcom… https://t.co/FcCBIrH65R
CNN,0.0,0.846,0.154,0.4767,42,Sun Jun 03 11:45:06 +0000 2018,"Alabama school administrators, who get approval from local authorities and go through training, will be permitted t… https://t.co/lYSarBzcgW"
CNN,0.216,0.637,0.147,-0.34,43,Sun Jun 03 11:30:09 +0000 2018,"""Black lives don't matter,"" lawyer says after jury awards $4 in police killing https://t.co/DJTzgOXbfE https://t.co/nuBDS1RJKL"
CNN,0.0,0.914,0.086,0.1531,44,Sun Jun 03 11:15:12 +0000 2018,Only one more state needs to pass the Equal Rights Amendment to finally get it ratified https://t.co/y35AIYdJyp https://t.co/fc0zvM7b5G
CNN,0.0,0.913,0.087,0.2732,45,Sun Jun 03 11:00:20 +0000 2018,Televangelist Jesse Duplantis says God spoke to him and wants him to get a new private jet that can cost up to $54… https://t.co/ZWQGuPcxiD
CNN,0.0,1.0,0.0,0.0,46,Sun Jun 03 10:45:15 +0000 2018,He was an NFL player. Now he's a Juilliard-trained opera singer. https://t.co/ItAsUVK7mh https://t.co/Eo1zyElF2q
CNN,0.0,1.0,0.0,0.0,47,Sun Jun 03 10:31:05 +0000 2018,This Chick-fil-A franchise owner is raising wages at his store to $17 an hour https://t.co/gjTVQnQzPL https://t.co/b8pVRyrNee
CNN,0.0,0.844,0.156,0.3612,48,Sun Jun 03 10:15:06 +0000 2018,A high school football player who takes cannabis oil to prevent his seizures has been ruled ineligible to play in c… https://t.co/dxQvn0Zqqg
CNN,0.0,0.909,0.091,0.25,49,Sun Jun 03 10:00:13 +0000 2018,Ivanka Trump has been granted seven new trademarks in China as her father continues trade talks with Beijing -- and… https://t.co/KU3eraKgNT
CNN,0.0,1.0,0.0,0.0,50,Sun Jun 03 09:46:25 +0000 2018,"Syrian President is to meet Kim Jong Un in North Korea, report says https://t.co/b6HeqI6RJG"
CNN,0.0,1.0,0.0,0.0,51,Sun Jun 03 09:31:21 +0000 2018,"Becky McCabe got down on one knee to propose to her girlfriend, Jessa Gillaspie. Jessa shrieked and immediately rea… https://t.co/eO2lkzyzCd"
CNN,0.0,0.844,0.156,0.3612,52,Sun Jun 03 09:00:08 +0000 2018,A high school football player who takes cannabis oil to prevent his seizures has been ruled ineligible to play in c… https://t.co/vI9KwkNwA1
CNN,0.113,0.887,0.0,-0.4215,53,Sun Jun 03 08:30:17 +0000 2018,This 8-year-old Georgia boy was with his mom when he saw an elderly woman struggling to climb the stairs with her w… https://t.co/UoGLZU54Kj
CNN,0.0,1.0,0.0,0.0,54,Sun Jun 03 08:00:14 +0000 2018,A teacher in Georgia responded the only way she knew how after receiving a letter from President Trump filled with… https://t.co/y07WzGq2JC
CNN,0.0,0.9,0.1,0.2244,55,Sun Jun 03 07:30:07 +0000 2018,"In 1997, a 6th-grade teacher wrote ""Invite me to your Harvard graduation!"" on a student's report card. Twenty-one y… https://t.co/S9wB18o8ox"
CNN,0.171,0.714,0.114,-0.296,56,Sun Jun 03 07:00:10 +0000 2018,"A soldier died before meeting his baby, so his Army family welcomed her with open arms https://t.co/8sYSpYz1Yk https://t.co/bS0LWwOxeR"
CNN,0.127,0.873,0.0,-0.4939,57,Sun Jun 03 06:30:24 +0000 2018,A man went to a salon and learned to do his wife's hair after she suffered a stroke and was unable to style it hers… https://t.co/tiYCyEPUOz
CNN,0.0,1.0,0.0,0.0,58,Sun Jun 03 06:00:21 +0000 2018,"Rapper Falz's ""This is Nigeria"" video holds up a mirror for the country https://t.co/xdmgSkxpOO https://t.co/U1d6dzvPMY"
CNN,0.0,0.865,0.135,0.4215,59,Sun Jun 03 05:30:03 +0000 2018,A young Malian migrant who rescued a child dangling from a balcony will be made a French citizen and has been offer… https://t.co/atbtW5sNuU
CNN,0.082,0.776,0.142,0.3182,60,Sun Jun 03 05:06:58 +0000 2018,"North Korea will not get any sanctions relief until it has demonstrated ""verifiable and irreversible"" steps to denu… https://t.co/VaNkJqq3yH"
