Media Sources,Negative,Neutral,Positive,Compound,Tweets Ago,Date,Text
Fox,0.095,0.905,0.0,-0.25,83,Sun Jun 03 15:05:00 +0000 2018,".@newtgingrich on @Google: ""If in fact this is used as a engine of left-wing propaganda, people are going to demand… https://t.co/MXTHAKyKbc"
Fox,0.0,1.0,0.0,0.0,84,Sun Jun 03 14:57:00 +0000 2018,".@newtgingrich: ""I would predict today we're closer to a red wave than a #bluewave in terms of the fall campaign.""… https://t.co/QSTcufMcHj"
Fox,0.0,0.787,0.213,0.4019,85,Sun Jun 03 14:54:51 +0000 2018,"Kilauea one-month anniversary has residents on edge, seeking mental help https://t.co/1cvCyqmmu3"
Fox,0.097,0.903,0.0,-0.1027,86,Sun Jun 03 14:49:05 +0000 2018,".@DevinNunes: ""There is bias against conservatives and Republicans all across this country."" #SundayFutures… https://t.co/mBalRCLEzu"
Fox,0.0,1.0,0.0,0.0,87,Sun Jun 03 14:39:34 +0000 2018,".@DevinNunes: ""All the members of my committee don't believe that the counter-intelligence capabilities should be u… https://t.co/mx4Dh4RjMB"
Fox,0.0,1.0,0.0,0.0,88,Sun Jun 03 14:38:03 +0000 2018,".@DevinNunes: ""A lot of the Clinton email investigation team are the same people that are involved with the scandal… https://t.co/AyDJLKvNv8"
Fox,0.0,0.849,0.151,0.3595,89,Sun Jun 03 14:38:00 +0000 2018,MONDAY: @PressSec Sarah Sanders and @MarkLevinShow join @SeanHannity at 9p ET. Tune in! #Hannity https://t.co/e2K2oorH6C
Fox,0.0,1.0,0.0,0.0,90,Sun Jun 03 14:35:00 +0000 2018,".@DevinNunes: ""Almost a year now, we've been waiting for documents from the Deputy Attorney General.""… https://t.co/xjKbTE6bv6"
Fox,0.128,0.872,0.0,-0.2263,91,Sun Jun 03 14:29:31 +0000 2018,LaVar Ball to NFL Protesters: Stand for the National Anthem or 'Get Out' https://t.co/r7EqTV12t1
Fox,0.124,0.876,0.0,-0.4019,92,Sun Jun 03 14:29:00 +0000 2018,"Peter Navarro: ""Either we're going to get a deal for the American people that basically reduces the trade deficit w… https://t.co/6ac5a2OxgH"
Fox,0.44,0.451,0.109,-0.8316,93,Sun Jun 03 14:23:00 +0000 2018,"Peter Navarro: ""No president has fought the war on poverty better than Donald J. Trump."" #SundayFutures… https://t.co/baf6SdZnrl"
Fox,0.186,0.814,0.0,-0.4939,94,Sun Jun 03 14:19:38 +0000 2018,"Peter Navarro: ""They take our technology, Maria. Everybody knows they steal it."" #SundayFutures @MariaBartiromo https://t.co/CkWmvSgS02"
Fox,0.086,0.747,0.167,0.4663,95,Sun Jun 03 14:15:02 +0000 2018,"Peter Navarro: ""This economy is so strong that nobody should be worried about any of the spin that anybody's saying… https://t.co/nHfir9n7NM"
Fox,0.0,1.0,0.0,0.0,96,Sun Jun 03 14:12:00 +0000 2018,"TODAY on @FoxNewsSunday, @larry_kudlow joins Chris Wallace for an interview. Tune in at 2p and 7p ET on Fox News Ch… https://t.co/sxOnAYt2oT"
Fox,0.457,0.43,0.113,-0.8316,97,Sun Jun 03 14:06:54 +0000 2018,"Peter Navarro: ""No president has fought the war on poverty better than Donald J. Trump."" https://t.co/nApTMxMGgw"
Fox,0.0,0.87,0.13,0.34,98,Sun Jun 03 14:06:13 +0000 2018,"Peter Navarro: ""All @POTUS is doing is defending this country's national security, sovereignty, and economic securi… https://t.co/I31Onfj3TM"
Fox,0.0,1.0,0.0,0.0,99,Sun Jun 03 14:04:28 +0000 2018,"Peter Navarro: ""As @POTUS has said, we need aluminum and steel industries if we're going to have a country.""… https://t.co/sHq3tXnp4z"
Fox,0.0,0.894,0.106,0.3612,100,Sun Jun 03 14:03:48 +0000 2018,"Peter Navarro: ""What we have here is President Donald J. Trump taking an action that he promised on the campaign tr… https://t.co/KWQUibW8bj"
New York Times,0.0,1.0,0.0,0.0,1,Sun Jun 03 22:40:07 +0000 2018,N.B.A. Finals 2018: Cavs vs. Warriors Game 2 Updates https://t.co/RwHYfYHo23
New York Times,0.114,0.735,0.151,0.2263,2,Sun Jun 03 22:27:43 +0000 2018,A guilty pleasure for many children of the '90s: A personal pan pizza from Pizza Hut. What corporate delivery pie d… https://t.co/DHDflBQHX5
New York Times,0.667,0.333,0.0,-0.25,3,Sun Jun 03 22:09:45 +0000 2018,Alone https://t.co/G3zzMesQUR
New York Times,0.432,0.568,0.0,-0.8225,4,Sun Jun 03 22:00:29 +0000 2018,A Soldier Died After Racist Hazing. Now His Story Is an Opera. https://t.co/7dHOsbvj6L
New York Times,0.098,0.697,0.205,0.3818,5,Sun Jun 03 22:00:06 +0000 2018,"Sutton Foster: ""Some people are like, 'You sing?' I’m like, 'Yes, I sing.' It drives me crazy. It’s been fascinatin… https://t.co/LPMF0SbInb"
New York Times,0.0,0.641,0.359,0.6808,6,Sun Jun 03 21:46:19 +0000 2018,Democrats Hope an Asian Influx Will Help Turn Orange County Blue https://t.co/CbKFAPnsc7
New York Times,0.153,0.847,0.0,-0.5574,7,Sun Jun 03 21:45:04 +0000 2018,"After an already rickety launch, “Solo: A Star Wars Story” took a nose-dive at the box office in its second week in… https://t.co/YB3U7nN12y"
New York Times,0.0,0.619,0.381,0.8225,8,Sun Jun 03 21:30:09 +0000 2018,"The economy is in a sweet spot, with steady growth and broad improvement in the labor market https://t.co/lnbaMQMJn7"
New York Times,0.0,1.0,0.0,0.0,9,Sun Jun 03 21:23:21 +0000 2018,"RT @marclacey: As California prepares to vote Tuesday, may I introduce our stellar team of NYT national correspondents based there: @adamna…"
New York Times,0.0,1.0,0.0,0.0,10,Sun Jun 03 21:15:06 +0000 2018,Here are some recommendations if you're wondering what to watch for the remainder of your weekend https://t.co/t90PQMmD9D
New York Times,0.091,0.909,0.0,-0.1779,11,Sun Jun 03 21:07:06 +0000 2018,"“Something weird happened,” the president of the Yosemite Climbing Association said of the deadly fall. “There’s no… https://t.co/7ZRLy1P8FJ"
New York Times,0.0,0.909,0.091,0.1779,12,Sun Jun 03 21:00:10 +0000 2018,"Michael Lewis is part of a growing group of A-list authors bypassing print and releasing audiobook originals, hopin… https://t.co/hom5zHaSrr"
New York Times,0.323,0.677,0.0,-0.7351,13,Sun Jun 03 20:51:06 +0000 2018,“Here was Sherlock Holmes fighting off 4 attackers just round the corner from Baker Street.” https://t.co/RUl2gLJPNc
New York Times,0.0,1.0,0.0,0.0,14,Sun Jun 03 20:45:10 +0000 2018,Here are some ideas for what to cook this week https://t.co/haDa1gX5yS
New York Times,0.174,0.714,0.112,-0.34,15,Sun Jun 03 20:37:04 +0000 2018,"Nearly 4 years after the chokehold death of Eric Garner and vows of greater transparency, the disciplinary history… https://t.co/G0ckyXzyXR"
New York Times,0.095,0.905,0.0,-0.3182,16,Sun Jun 03 20:30:12 +0000 2018,"How Marc Jacobs fell out of fashion: He left Louis Vuitton, shrunk his business, shut most of his stores and lost h… https://t.co/wi2WV98nsj"
New York Times,0.0,1.0,0.0,0.0,17,Sun Jun 03 20:22:05 +0000 2018,"“I wanted to cry,” said the chief of orthopedic service at a hospital in Afghanistan, where 7 children were brought… https://t.co/oI62AFfbTw"
New York Times,0.076,0.56,0.364,0.802,18,Sun Jun 03 20:15:06 +0000 2018,"Disappear into a thriller, a romance, a cookbook or the great outdoors: Our summer reading guide has books for ever… https://t.co/uWhmLeklN3"
New York Times,0.0,1.0,0.0,0.0,19,Sun Jun 03 20:00:17 +0000 2018,"In the absence of a customs union, every single one of the thousands of trucks that pass through the British port a… https://t.co/ZRczelRCB9"
New York Times,0.148,0.786,0.066,-0.4404,20,Sun Jun 03 19:45:07 +0000 2018,3 women say they were led to believe the film mogul Harvey Weinstein’s criminal defense firm wanted to represent th… https://t.co/9SKeoleTIZ
New York Times,0.0,0.87,0.13,0.4588,21,Sun Jun 03 19:37:07 +0000 2018,"""Kanye West still has a streak of compassion and empathy, in the rare moments when he’s not thinking only of himsel… https://t.co/rEeoa7jZ5w"
New York Times,0.145,0.855,0.0,-0.376,22,Sun Jun 03 19:30:01 +0000 2018,"Planning the details of the Tump-Kim summit is very, very tricky: Who will enter the room first? Who will pay for t… https://t.co/safgULgK3j"
New York Times,0.175,0.717,0.108,-0.3612,23,Sun Jun 03 19:15:05 +0000 2018,Security officials said a boat had been packed with about 180 migrants. Dozens drowned when the boat capsized. https://t.co/TDcJobhcb3
New York Times,0.212,0.788,0.0,-0.6486,24,Sun Jun 03 19:00:18 +0000 2018,"Steven Pitt, a high-profile forensic psychiatrist, was shot dead on Thursday. Less than 24 hours later, 2 paralegal… https://t.co/Zy1uG2juvN"
New York Times,0.0,0.949,0.051,0.1027,25,Sun Jun 03 18:56:46 +0000 2018,"RT @melbournecoal: The NYT is on the ground in districts across CA as we await the primary. I’ll be in CA-25, just north of LA, where 4 Dem…"
New York Times,0.182,0.818,0.0,-0.4404,26,Sun Jun 03 18:45:02 +0000 2018,"RT @Watching: Are you already mourning ""The Americans""? Here's what to watch next: https://t.co/l1VuxJGS6k"
New York Times,0.0,1.0,0.0,0.0,27,Sun Jun 03 18:30:11 +0000 2018,"In Opinion

Op-Ed contributor Steve Kettmann writes, ""California doesn’t just oppose Mr. Trump; it offers a better… https://t.co/VPTf7Lv2JY"
New York Times,0.0,0.922,0.078,0.1531,28,Sun Jun 03 18:20:35 +0000 2018,"RT @amyfiscus: Even when dealers are caught selling guns illegally, they routinely go unpunished by the ATF. @AliWatkins scoop https://t.co…"
New York Times,0.159,0.841,0.0,-0.5256,29,Sun Jun 03 18:15:06 +0000 2018,It was Christmas Day when the 34-year-old woman acknowledged that something was really wrong. She realized she was… https://t.co/MFg0zYKT3x
New York Times,0.108,0.69,0.202,0.4404,30,Sun Jun 03 18:00:19 +0000 2018,Use your day off to catch up on some great reads you may have missed https://t.co/5F6T7xur5r
New York Times,0.0,1.0,0.0,0.0,31,Sun Jun 03 17:45:07 +0000 2018,RT @marclacey: ¿Quedarse o partir? Dos puertorriqueñas frente a una decisión https://t.co/RbZu1aWLxe via @nytimesES
New York Times,0.0,0.833,0.167,0.2023,32,Sun Jun 03 17:30:14 +0000 2018,"Here are the week’s top stories, and a look ahead https://t.co/UR0Y41WK6r"
New York Times,0.286,0.714,0.0,-0.802,33,Sun Jun 03 17:15:12 +0000 2018,"The London police have blamed a bleak rap genre, drill, for a rise in violence. They've gotten YouTube to take down… https://t.co/iR5NgPyLaF"
New York Times,0.142,0.858,0.0,-0.5106,34,Sun Jun 03 17:00:09 +0000 2018,"“If it was 5,000 dogs, there would be outrage. If it was 5,000 blonde-haired, blue-eyed women, there would be outra… https://t.co/79qhh12yVB"
New York Times,0.0,0.846,0.154,0.4767,35,Sun Jun 03 16:45:08 +0000 2018,"In Opinion

Op-Ed columnist @MaureenDowd writes that Obama ""pushed aside his loyal vice president, who was consider… https://t.co/RRwfLvDAAj"
New York Times,0.0,1.0,0.0,0.0,36,Sun Jun 03 16:30:03 +0000 2018,"RT @NYTSports: The Warriors' explosive third-quarter runs have become a phenomenon, and nobody knows quite what to make of it. But a closer…"
New York Times,0.0,0.88,0.12,0.3818,37,Sun Jun 03 16:15:06 +0000 2018,"On Saturday, Pedro Sánchez was sworn in as Spain’s new prime minister, a stunning and rapid turnaround for a man wh… https://t.co/jZSHt2632n"
New York Times,0.286,0.616,0.098,-0.7351,38,Sun Jun 03 16:00:09 +0000 2018,"“He told me nobody would help me, because I don’t have papers."" Reports of domestic violence and sexual assault in… https://t.co/SLrX3XxChn"
New York Times,0.213,0.663,0.124,-0.2565,39,Sun Jun 03 15:45:05 +0000 2018,Beijing officials refused to pledge any additional purchases from the United States without an American agreement t… https://t.co/gLfzlTqbVa
New York Times,0.0,1.0,0.0,0.0,40,Sun Jun 03 15:30:16 +0000 2018,"If nothing else, Jon Tester is incautious, at least compared to most of the other Senate Democrats up for re-electi… https://t.co/1H8ThOZLrm"
New York Times,0.0,1.0,0.0,0.0,41,Sun Jun 03 15:15:09 +0000 2018,"President Bashar al-Assad of Syria plans to visit North Korea’s leader, Kim Jong-un, the North’s state-run news med… https://t.co/le82t3KpYc"
New York Times,0.0,0.669,0.331,0.7845,42,Sun Jun 03 15:00:08 +0000 2018,RT @marclacey: “Editor’s note: This article was published without a byline and photo credits to protect the journalist’s safety. “ https://…
New York Times,0.253,0.747,0.0,-0.7269,43,Sun Jun 03 14:45:07 +0000 2018,Widely different estimates of Hurricane Maria’s death toll in Puerto Rico have led to confusion. Here is a guide to… https://t.co/Ido3ZF11in
New York Times,0.196,0.804,0.0,-0.6597,44,Sun Jun 03 14:30:02 +0000 2018,"Many women with breast cancer can skip chemotherapy, a study found. “We can spare thousands and thousands of women… https://t.co/TXDafLWE2D"
New York Times,0.0,1.0,0.0,0.0,45,Sun Jun 03 14:20:03 +0000 2018,"RT @marclacey: California is about to hold a key primary election that will affect the direction of the state, and the nation. To follow ou…"
New York Times,0.126,0.874,0.0,-0.3818,46,Sun Jun 03 14:12:01 +0000 2018,"A 20-page letter from President Trump's lawyers to Robert Mueller, obtained by The New York Times, argues that the… https://t.co/ybw1yuh4Md"
New York Times,0.0,1.0,0.0,0.0,47,Sun Jun 03 13:57:04 +0000 2018,We invited a group of New York Times journalists who happen to possess the anatomy in question to pick apart the co… https://t.co/o9IMFDmzmK
New York Times,0.0,1.0,0.0,0.0,48,Sun Jun 03 13:39:38 +0000 2018,Assad Said to Plan Meeting With North Korea’s Leader https://t.co/Lfku9w7iWs
New York Times,0.0,0.811,0.189,0.4939,49,Sun Jun 03 13:30:07 +0000 2018,Writers like Ada Calhoun and Michael Lewis are part of a growing group of A-list authors bypassing print and releas… https://t.co/vNfOz6tiwD
New York Times,0.0,1.0,0.0,0.0,50,Sun Jun 03 13:06:33 +0000 2018,"Pedro Sánchez, Spain’s New Leader, Returns From the Political Wilderness https://t.co/BLmg6gtKqj"
New York Times,0.112,0.888,0.0,-0.34,51,Sun Jun 03 13:00:05 +0000 2018,Trump often points out that his predecessors left him the “mess” of a nuclear-armed North Korea — errors he vows no… https://t.co/xN3F5jDRN3
New York Times,0.0,1.0,0.0,0.0,52,Sun Jun 03 12:48:15 +0000 2018,The Californization of America https://t.co/Ic8wgrjwnB
New York Times,0.0,0.818,0.182,0.4995,53,Sun Jun 03 12:30:06 +0000 2018,"Vancouver real estate is so expensive that politicians want to tax it into submission, and many homeowners are OK w… https://t.co/WZ38GOGxhT"
New York Times,0.0,0.852,0.148,0.5106,54,Sun Jun 03 12:00:13 +0000 2018,"Scott Pruitt, who has reversed Obama-era EPA rules, enjoys cozy ties with a coal baron who got him a superfan exper… https://t.co/lWerrCr42b"
New York Times,0.254,0.578,0.168,-0.3612,55,Sun Jun 03 11:45:30 +0000 2018,Good News for Women With Breast Cancer: Many Don’t Need Chemo https://t.co/L9or3uc4Is
New York Times,0.0,1.0,0.0,0.0,56,Sun Jun 03 11:30:10 +0000 2018,This past week brought 2 developments that could prove pivotal in November for Senate Republicans  https://t.co/tLrn1nA5Mi
New York Times,0.0,0.776,0.224,0.5994,57,Sun Jun 03 11:00:05 +0000 2018,The top candidates for California governor grapple with the popularity of Jerry Brown and their own indiscretions a… https://t.co/QXlrM8epcL
New York Times,0.0,0.781,0.219,0.4215,58,Sun Jun 03 10:52:43 +0000 2018,Saudi Arabia Names New Ministers Close to Powerful Crown Prince https://t.co/E1QekZjpCE
New York Times,0.0,1.0,0.0,0.0,59,Sun Jun 03 10:38:30 +0000 2018,Encounters: This Harry Potter Uses a Bow and Arrow. Not a Wand. https://t.co/2KLyUDzJKw
New York Times,0.0,1.0,0.0,0.0,60,Sun Jun 03 10:36:15 +0000 2018,"Sunday Routine: How Angela Goding, of MoMA PS1, Spends Her Sundays https://t.co/BDaXC9Lkdr"
New York Times,0.0,0.87,0.13,0.2716,61,Sun Jun 03 10:30:08 +0000 2018,Will a Canadian version of Donald Trump become leader of the country's most important province? https://t.co/i1gLYTDIsg
New York Times,0.0,0.833,0.167,0.6369,62,Sun Jun 03 10:00:16 +0000 2018,"Pedro Markun once thought hacking Brazil’s political system was the best way to change it. Now, he wants to do more… https://t.co/DIb3KpEtxn"
New York Times,0.18,0.71,0.109,-0.3182,63,Sun Jun 03 09:33:36 +0000 2018,"The author Malcolm Gladwell: ""I would release 95% of prisoners if I had the chance"" https://t.co/eSrFSbsoHc"
New York Times,0.112,0.888,0.0,-0.34,64,Sun Jun 03 09:16:43 +0000 2018,The work culture for families has been stubbornly slow to change in Washington. Meet the federal regulator who brin… https://t.co/ln0ZRVntC8
New York Times,0.0,1.0,0.0,0.0,65,Sun Jun 03 09:00:18 +0000 2018,The gear you’ll need to survive in the wilderness. (Or your backyard.) https://t.co/AUQEtB08Im
New York Times,0.146,0.854,0.0,-0.34,66,Sun Jun 03 08:42:13 +0000 2018,"Trilobites: Ladybugs, Aphids and the Toxic Combat That Might Be Happening in Your Garden https://t.co/OFiK5yf0JQ"
New York Times,0.099,0.901,0.0,-0.296,67,Sun Jun 03 08:27:09 +0000 2018,"An R-rated movie with Melissa McCarthy and a cast of puppets can use the tagline ""No Sesame. All Street."" For now.  https://t.co/bVG1KqEG1y"
New York Times,0.0,0.519,0.481,0.9001,68,Sun Jun 03 08:10:35 +0000 2018,"In this environment, free of goals, free of the promise of a new challenge, you become a true human animal https://t.co/wU2D3oLMi8"
New York Times,0.255,0.637,0.109,-0.5994,69,Sun Jun 03 07:53:31 +0000 2018,"The good, the bad and the ugly of college admissions in the U.S.: college-bound high school seniors tell all https://t.co/Jt7aEuI9Jm"
New York Times,0.0,0.858,0.142,0.5106,70,Sun Jun 03 07:36:56 +0000 2018,A reader who always wondered how her father survived the Holocaust found the answer in one of our obituaries. “I ha… https://t.co/jdOwtN3UPV
New York Times,0.0,1.0,0.0,0.0,71,Sun Jun 03 07:20:12 +0000 2018,"""What is the responsibility of a sibling for a sibling?"" https://t.co/yi7RoKC4a5"
New York Times,0.0,0.734,0.266,0.5719,72,Sun Jun 03 07:03:22 +0000 2018,"Egalitarian and sincere, Norway’s version of New Nordic cooking is frisky, witty and unpretentious https://t.co/qxsp1OZtaH"
New York Times,0.196,0.616,0.188,-0.0516,73,Sun Jun 03 06:46:33 +0000 2018,"Jonathan Kasdan on the romantic comedy that provided entree to ""Raiders,"" the highs and lows of his ""Star Wars"" wor… https://t.co/az9BXVlhSV"
New York Times,0.126,0.874,0.0,-0.3182,74,Sun Jun 03 06:29:54 +0000 2018,"Summer, once the dumping ground of television, is now the season with a little something for everyone https://t.co/zah4CJYrIz"
New York Times,0.0,0.846,0.154,0.4767,75,Sun Jun 03 06:13:24 +0000 2018,"Bill Clinton: ""I wanted to become a politician because I was fascinated by people, policy and politics. I read book… https://t.co/FibiADvaTo"
New York Times,0.0,1.0,0.0,0.0,76,Sun Jun 03 05:55:23 +0000 2018,Louder background music makes people choose less healthful foods https://t.co/8OBxjOMHUm
New York Times,0.0,0.881,0.119,0.2263,77,Sun Jun 03 05:38:31 +0000 2018,"A photographer's 3-decade exploration of Hanoi, Vietnam, charts the city’s architectural, cultural and economic evo… https://t.co/Svhe9pIiFh"
New York Times,0.0,1.0,0.0,0.0,78,Sun Jun 03 05:21:26 +0000 2018,"In @NYTOpinion 

Op-Ed Contributor Margaret Renkl writes, ""I don't know what these legislators are thinking. Maybe… https://t.co/4lTN9bSdvG"
New York Times,0.0,0.821,0.179,0.3291,79,Sun Jun 03 05:03:44 +0000 2018,"""I want my son to feel the immediate ease I do when I walk into a room full of Southern voices, but I don’t want ot… https://t.co/nYdLWa8F2z"
New York Times,0.0,1.0,0.0,0.0,80,Sun Jun 03 04:45:28 +0000 2018,"Young adults are not only marrying and having children later in life than previous generations, but taking more tim… https://t.co/qeTRTtsRfg"
New York Times,0.363,0.637,0.0,-0.8442,81,Sun Jun 03 04:27:35 +0000 2018,"""The thought of either of my 2 sons harassing or assaulting another person, or being victims themselves, is enough… https://t.co/jD5QFTmW10"
New York Times,0.113,0.591,0.296,0.4019,82,Sun Jun 03 04:11:02 +0000 2018,"While Berlin certainly features a fair number of luxury options, it hasn’t lost its populist edge https://t.co/yfH4SdbwHo"
New York Times,0.0,1.0,0.0,0.0,83,Sun Jun 03 03:53:52 +0000 2018,Trump to Hold Ramadan Dinner After Skipping It Last Year https://t.co/tlcCEPZe1i
New York Times,0.184,0.816,0.0,-0.5574,84,Sun Jun 03 03:49:19 +0000 2018,The Ethicist columnist on whether you should inform people if you're carrying an illegal medical drug https://t.co/y0xlqyCaBj
New York Times,0.0,1.0,0.0,0.0,85,Sun Jun 03 03:31:24 +0000 2018,A luxurious summer risotto https://t.co/zDkMqBCg5q https://t.co/BllSx4GKxY
New York Times,0.0,0.805,0.195,0.5267,86,Sun Jun 03 03:12:46 +0000 2018,An ideal vehicle for the ripest strawberries at the height of the season https://t.co/fgar5lOIQT https://t.co/09IxVHN3Ma
New York Times,0.149,0.775,0.076,-0.3248,87,Sun Jun 03 02:56:32 +0000 2018,How to deal with those annoying group messages without silencing everything else on your phone https://t.co/s10FyJ6PqL
New York Times,0.0,1.0,0.0,0.0,88,Sun Jun 03 02:38:31 +0000 2018,"5 destinations that may not meet your expectations, and one that may exceed them https://t.co/8y3TK5Uoyc"
New York Times,0.0,1.0,0.0,0.0,89,Sun Jun 03 02:21:07 +0000 2018,"Irving Sandler, Art Historian Who Was Close to Artists, Dies at 92 https://t.co/jjRpnVW31v"
New York Times,0.075,0.854,0.07,-0.0258,90,Sun Jun 03 02:08:57 +0000 2018,"Hollywood may be a business reluctant to give women second chances, but Alicia Silverstone, suddenly seems to be ev… https://t.co/FrIRXW8ORA"
New York Times,0.0,0.741,0.259,0.743,91,Sun Jun 03 01:52:31 +0000 2018,"These TV shows are workplace comedies with the workplace redistributed to the home, rom-coms where the romance is m… https://t.co/XEKy5Mwwkl"
New York Times,0.231,0.769,0.0,-0.5994,92,Sun Jun 03 01:33:31 +0000 2018,Why Are the Death Tolls in Puerto Rico From Hurricane Maria So Different? https://t.co/exVMsmOUPV
New York Times,0.141,0.859,0.0,-0.4215,93,Sun Jun 03 01:19:56 +0000 2018,"Should chimps in ill health be moved at all, or stay where they are, retiring in place? https://t.co/LyZdvkDlRF"
New York Times,0.0,1.0,0.0,0.0,94,Sun Jun 03 01:03:17 +0000 2018,De Blasio Proposes Changes to New York’s Elite High Schools https://t.co/nzmnsO3VPn
New York Times,0.0,0.887,0.113,0.3182,95,Sun Jun 03 00:56:15 +0000 2018,The secret to finding the money and time for home improvements is simple: Renovate one room at a time https://t.co/SzWj2Uir4E
New York Times,0.0,1.0,0.0,0.0,96,Sun Jun 03 00:39:55 +0000 2018,Mahan Esfahani is a musician on a mission https://t.co/gvwtW0mqzP
New York Times,0.0,0.775,0.225,0.4404,97,Sun Jun 03 00:20:46 +0000 2018,"In the #MeToo Era, Raising Boys to Be Good Guys https://t.co/jcHhEXvHzh"
New York Times,0.114,0.735,0.151,0.2263,98,Sun Jun 03 00:11:48 +0000 2018,A guilty pleasure for many children of the '90s: A personal pan pizza from Pizza Hut. What corporate delivery pie d… https://t.co/71IyiS7PJV
New York Times,0.0,1.0,0.0,0.0,99,Sat Jun 02 23:53:16 +0000 2018,Why should a meal on our own be uninspired or scarfed down as if consumed on the shoulder of an interstate highway? https://t.co/TvRBfKZRxd
New York Times,0.071,0.809,0.119,0.2516,100,Sat Jun 02 23:36:35 +0000 2018,There are a few low-tech tricks that can make switching time zones and taking long haul flights a little easier https://t.co/A5dptlHBbx
